Date,AvgTemp,AverageDew,Humidity,Wind,Pressure,Solar(PV)
2023-06-13,60.5,36.4,42.0,10.4,29.3,824.7529449813117
2023-06-14,66.7,37.1,35.1,13.1,29.3,994.5943742168756
2023-06-15,87.9,47.9,25.4,9.4,29.2,870.1239019630145
2023-06-16,83.2,44.4,26.1,13.1,29.3,940.724617599394
2023-06-17,,47.0,29.6,12.3,29.3,1172.959228091934
2023-06-18,83.0,47.2,29.4,10.4,29.3,901.535307239684
2023-06-19,82.3,45.5,29.2,8.0,29.2,790.669021920676
2023-06-20,83.6,44.3,26.9,9.1,29.2,719.6714127411922
2023-06-21,82.8,43.7,27.3,8.2,29.1,718.9228686538019
2023-06-22,82.7,37.9,21.5,9.0,29.2,578.4938119644484
2023-06-23,80.8,34.9,19.9,8.1,29.2,525.7247172298308
2023-06-24,79.1,34.6,20.6,8.3,29.2,527.5779879263021
2023-06-25,72.0,46.6,38.5,8.1,29.1,1115.7281573939629
2023-06-26,75.9,51.5,44.9,9.0,29.2,1354.63520810657
2023-06-27,76.4,49.6,40.5,10.2,29.3,1382.270748487305
2023-06-28,77.9,43.9,32.0,13.2,29.3,964.479748343825
2023-06-29,71.7,44.5,40.0,10.6,29.3,1406.506608324858
2023-06-30,69.2,43.4,41.3,11.0,29.2,1171.0534082541506
2023-07-01,69.7,40.7,35.8,8.6,29.3,798.2106687942087
2023-07-02,65.8,40.5,40.4,8.3,29.4,837.4738252132776
2023-07-03,66.8,41.7,41.5,8.3,29.4,1065.6339656767502
2023-07-04,68.5,38.3,34.6,7.5,29.3,790.5690936141564
2023-07-05,72.0,37.2,29.5,7.5,29.3,785.2900543501303
2023-07-06,75.4,38.1,26.7,8.1,29.3,721.8841387030899
2023-07-07,74.4,38.7,28.7,9.2,29.3,733.090819607744
2023-07-08,76.0,38.5,26.4,10.1,29.3,604.0606910124754
2023-07-09,78.4,44.4,31.8,7.8,29.3,737.6988052845551
2023-07-10,81.6,40.8,24.9,8.2,29.3,646.4453552726277
2023-07-11,85.7,46.6,27.1,11.3,29.1,988.340867375582
2023-07-12,83.5,49.5,31.7,10.9,29.1,1061.5233118543224
2023-07-13,83.2,48.0,30.7,11.7,29.2,869.9507343416816
2023-07-14,82.8,49.0,32.6,10.6,29.2,1075.2779018436302
2023-07-15,82.3,48.4,32.3,10.7,29.1,1079.2719117701718
2023-07-16,81.2,47.0,32.2,9.1,29.1,890.4436820178755
2023-07-17,81.2,46.9,31.1,10.1,29.1,1003.252761654008
2023-07-18,85.1,44.0,24.8,11.4,29.1,798.6109590290602
2023-07-19,89.6,46.4,23.2,12.1,29.1,675.1612672386314
2023-07-20,94.2,47.3,20.9,10.7,29.1,772.3886096383111
2023-07-21,95.5,44.0,17.8,7.3,29.1,618.5682979005057
2023-07-22,94.4,44.5,18.4,4.4,29.0,664.3036367492806
2023-07-23,92.8,49.4,23.2,11.0,29.1,939.9982257238393
2023-07-24,91.5,50.1,26.1,9.1,29.1,752.62936952472
2023-07-25,92.7,45.9,21.3,10.1,29.2,619.1522456093365
2023-07-26,91.3,39.3,16.8,12.9,29.2,614.1018793929525
2023-07-27,89.0,37.8,16.8,12.7,29.2,585.948454600343
2023-07-28,84.7,36.8,18.4,14.6,29.2,648.2232454936652
2023-07-29,81.4,41.5,25.4,13.6,29.3,1230.2484639720192
2023-07-30,80.4,43.6,27.9,13.3,29.3,944.8399561762484
2023-07-31,83.0,43.6,26.5,12.5,29.3,975.912220419866
2023-08-01,79.2,44.3,30.4,13.3,29.3,1063.0921939842522
2023-08-02,79.5,42.8,28.4,10.5,29.3,905.1530376436376
2023-08-03,76.6,44.9,34.7,8.6,29.3,954.648383089562
2023-08-04,78.6,44.3,30.8,9.8,29.2,981.7586142542592
2023-08-05,80.0,44.7,29.3,9.1,29.2,769.287226400867
2023-08-06,84.3,46.0,27.6,9.9,29.2,842.8979532585989
2023-08-07,85.6,42.9,23.3,6.9,29.2,618.1880097387987
2023-08-08,86.7,42.3,21.6,9.6,29.2,660.0941553324958
2023-08-09,86.3,43.2,22.7,9.3,29.2,941.8594423340858
2023-08-10,87.8,46.2,25.1,8.9,29.2,597.8088288149078
2023-08-11,87.8,49.5,21.4,11.1,29.0,871.3166209411964
2023-08-12,99.2,50.4,20.8,11.3,28.9,623.6332541691385
2023-08-13,99.5,56.2,24.3,11.7,29.0,929.0744947631624
2023-08-14,98.0,49.9,20.2,9.9,29.0,853.69256566641
2023-08-15,93.8,50.1,23.0,11.4,29.0,842.838802100501
2023-08-16,93.4,50.0,23.9,11.1,29.1,747.0960744277766
2023-08-17,94.4,47.0,20.5,13.5,29.1,692.7665919814034
2023-08-18,94.8,41.9,16.9,12.2,29.1,659.1377523828145
2023-08-19,97.0,46.2,18.2,20.17072650115616,29.1,649.0596705111149
2023-08-20,92.6,50.7,24.9,12.5,29.1,949.530444854017
2023-08-21,88.8,49.5,27.3,12.8,29.1,984.8549023894194
2023-08-22,87.8,48.5,27.5,12.0,29.1,885.1239617633601
2023-08-23,90.4,43.7,21.8,10.7,29.1,960.885849825786
2023-08-24,94.1,45.7,20.1,12.2,29.1,792.5580924549813
2023-08-25,93.9,49.4,22.9,12.4,29.2,628.8473154676633
2023-08-26,87.3,46.8,25.2,12.6,29.1,884.2979746246372
2023-08-27,85.7,46.8,27.2,9.8,29.1,800.1554888754772
2023-08-28,85.1,49.1,30.1,7.4,29.1,1043.3806668275845
2023-08-29,87.6,45.1,24.5,8.8,29.1,686.3247187724029
2023-08-30,91.0,42.4,19.0,8.4,29.1,561.8269914386411
2023-08-31,93.5,40.0,16.0,8.5,29.1,524.3486006878502
2023-09-01,93.2,40.3,16.6,8.9,29.1,593.6610713587135
2023-09-02,92.3,40.8,17.6,10.7,29.1,429.9993952238646
2023-09-03,89.6,47.7,24.5,13.2,29.1,842.6468640574956
2023-09-04,87.7,49.3,28.1,12.5,29.2,938.1910157722951
2023-09-05,87.1,46.6,25.6,9.4,29.2,749.5017844168915
2023-09-06,87.1,46.0,25.6,11.4,29.2,1048.8479664309205
2023-09-07,87.8,43.6,22.1,13.2,29.2,796.5799882057054
2023-09-08,81.8,44.1,27.6,10.3,29.1,697.2147650231448
2023-09-09,86.7,40.7,21.2,9.4,29.1,732.2728141760253
2023-09-10,,43.3,16.2,6.8,29.0,725.8291816713896
2023-09-11,97.9,39.0,13.1,5.8,29.0,457.8781786606262
2023-09-12,95.7,43.0,16.8,5.2,29.0,324.5813037450586
2023-09-13,99.3,54.1,24.9,16.1,29.1,1051.637251984712
2023-09-14,99.2,51.5,21.5,9.7,29.1,947.1822264105286
2023-09-15,95.9,61.4,33.7,12.4,29.0,1302.3293587819344
2023-09-16,98.0,63.9,35.2,12.2,29.0,1535.8921370960852
2023-09-17,99.8,57.3,28.1,12.1,29.1,1261.9777458772269
2023-09-18,98.5,58.1,30.0,13.8,29.1,1179.889648126411
2023-09-19,96.7,47.0,19.0,13.3,29.1,718.5142108332019
2023-09-20,96.0,45.6,18.7,9.8,29.0,281.8425925924019
2023-09-21,95.6,43.4,17.7,12.7,29.1,527.0593594532281
2023-09-22,97.1,39.7,14.5,9.6,29.1,422.3705033467522
2023-09-23,99.5,44.8,16.1,12.2,29.0,457.6408499838664
2023-09-24,95.6,41.0,15.7,10.9,29.0,692.7232434324799
2023-09-25,95.7,40.1,15.8,9.0,29.1,331.21444842433044
2023-09-26,95.1,43.0,17.2,10.1,29.1,515.4631064633318
2023-09-27,93.7,45.8,20.1,10.1,29.0,694.9244635014701
2023-09-28,92.7,44.2,19.5,11.1,29.0,817.0830617972728
2023-09-29,93.9,39.6,16.5,12.2,29.0,398.85216337026174
2023-09-30,94.4,44.0,18.4,11.2,29.0,757.9800127370459
2023-10-01,94.8,43.0,17.0,12.3,29.0,592.0576367121546
2023-10-02,96.9,45.6,17.7,11.9,29.0,530.1370483847255
2023-10-03,99.8,48.7,18.0,10.4,29.1,708.1593821689597
2023-10-04,94.0,47.3,20.5,11.1,29.1,741.2145665130816
2023-10-05,93.9,47.0,20.5,12.0,29.0,668.7011435125324
2023-10-06,95.5,48.2,20.4,11.3,29.1,744.3302293489021
2023-10-07,94.5,47.9,20.7,16.2,29.0,803.5925043452062
2023-10-08,96.2,46.3,18.8,12.5,29.0,705.9669079776372
2023-10-09,96.0,41.1,15.3,13.8,29.0,628.6363741973153
2023-10-10,95.4,49.0,22.2,13.1,29.0,1028.1898497759887
2023-10-11,102.0,47.0,15.0,11.0,29.4,407.14029512904654
2023-10-12,101.25,45.0,12.0,13.0,29.4,661.8336712121895
2023-10-13,99.75,46.0,11.5,15.0,29.45,221.08284205252485
2023-10-14,98.75,42.5,15.0,12.4,29.0,521.936639546086
2023-10-15,97.75,42.0,16.5,12.0,29.4,657.1023927133034
2023-10-16,96.5,40.3,18.0,12.0,29.4,680.6091054508537
2023-10-17,97.0,40.9,17.0,10.0,29.4,504.50305281973465
2023-10-18,99.0,42.0,18.0,11.0,29.0,635.9065524606997
2023-10-19,97.0,41.6,16.0,13.0,29.3,526.9698971875284
2023-10-20,98.0,43.0,13.0,12.5,29.5,373.6698767361367
2023-10-21,102.0,47.0,14.0,10.3,29.4,575.3282306723128
2023-10-22,102.7,47.4,15.8,9.8,29.0,609.1337034561553
2023-10-23,97.3,47.2,19.0,10.6,29.0,604.117944521328
2023-10-24,94.2,41.5,16.6,9.4,29.0,615.0039862976578
2023-10-25,,39.8,15.2,10.9,29.0,520.9309472964269
2023-10-26,98.0,39.9,13.8,7.5,28.9,485.91483307228566
2023-10-27,95.0,42.2,15.0,7.0,28.9,488.4591726115974
2023-10-28,99.8,52.0,20.8,6.9,29.0,653.2185487985723
2023-10-29,100.8,48.6,18.1,11.5,29.0,630.8700855783334
2023-10-30,102.0,44.7,14.3,11.8,29.0,605.4442965635587
2023-10-31,96.3,44.8,15.7,9.2,29.0,559.857729197681
2023-11-01,98.8,51.0,20.7,12.5,29.0,811.8308246639436
2023-11-02,95.2,49.1,21.3,9.0,29.0,750.0360121639662
2023-11-03,92.0,46.4,21.8,10.4,29.1,881.1711385367269
2023-11-04,93.2,46.3,20.8,11.7,29.1,668.9191472280588
2023-11-05,95.2,46.3,19.6,12.3,29.0,775.1727119287043
2023-11-06,95.8,44.4,17.4,10.5,29.0,564.9188082322714
2023-11-07,95.9,42.3,16.4,11.5,29.0,535.4350676450059
2023-11-08,90.6,42.0,18.8,8.8,29.0,687.4574537185911
2023-11-09,89.1,29.1,11.8,8.9,29.1,340.35379838868323
2023-11-10,,37.8,15.3,10.3,29.1,554.6480599600702
2023-11-11,88.7,40.2,16.3,10.3,29.1,604.3296687869763
2023-11-12,97.9,41.9,15.4,7.6,29.1,475.0484225796036
2023-11-13,97.5,42.1,15.5,10.5,29.1,590.589826842446
2023-11-14,92.4,38.1,15.4,8.6,29.1,398.21865677471993
2023-11-15,99.0,36.4,12.0,10.6,29.0,399.5462987737287
2023-11-16,99.2,41.8,14.3,12.4,29.1,494.9222640195548
2023-11-17,93.2,36.9,14.2,10.8,29.1,430.8015561491991
2023-11-18,101.1,38.6,11.8,17.1,29.1,580.3852727980604
2023-11-19,95.7,35.3,12.6,15.8,29.1,385.1177248443181
2023-11-20,99.4,41.0,14.7,16.5,29.0,855.3026003254006
2023-11-21,91.1,36.9,16.1,12.9,29.1,413.8710880350327
2023-11-22,87.5,35.7,15.6,7.2,29.1,242.01125259334944
2023-11-23,97.0,39.0,13.9,16.3,29.1,687.2441960850074
2023-11-24,89.9,39.0,18.9,13.4,29.1,731.735896335923
2023-11-25,89.9,40.7,20.5,12.5,29.1,726.2031798757371
2023-11-26,95.0,42.6,17.0,11.6,29.1,648.7660060190708
2023-11-27,97.6,36.2,12.8,10.8,29.1,392.6048549868394
2023-11-28,101.2,33.5,10.1,10.9,29.1,194.66001913655853
2023-11-29,100.3,38.4,12.7,14.2,29.1,488.10550140130994
2023-11-30,94.6,35.4,14.6,10.9,29.1,378.4402117336677
2023-12-01,96.3,42.8,16.4,10.1,29.0,646.5311706759525
2023-12-02,94.8,43.8,17.8,10.3,29.0,575.3156880347647
2023-12-03,93.4,44.0,18.6,13.9,29.0,591.283308352824
2023-12-04,87.8,36.0,15.8,13.0,29.0,445.3675574181708
2023-12-05,89.0,36.0,15.5,15.5,29.0,582.1224599703187
2023-12-06,79.9,29.7,16.9,8.4,29.2,304.0432991915627
2023-12-07,91.6,34.4,13.5,8.5,29.1,248.60575648769247
2023-12-08,,33.1,13.0,10.0,29.1,376.9555932641104
2023-12-09,90.7,35.2,14.8,14.0,29.2,514.1263228219597
2023-12-10,82.9,26.0,14.5,10.6,29.2,279.1992507091758
2023-12-11,77.0,31.1,20.4,10.1,29.2,438.5937863819845
2023-12-12,86.4,25.1,11.7,9.9,29.1,264.62349310934
2023-12-13,80.2,26.9,13.3,9.4,29.2,85.17872243529439
2023-12-14,86.0,35.5,18.8,8.4,29.2,353.8269848185789
2023-12-15,81.8,29.6,15.9,7.9,29.2,260.95913566223203
2023-12-16,95.6,22.6,7.4,7.0,29.1,49.54081331169673
2023-12-17,,26.8,10.2,10.5,29.1,256.03983221578045
2023-12-18,91.4,37.5,13.4,11.1,29.1,580.3071838644507
2023-12-19,96.9,45.2,19.2,10.9,29.0,784.630558552222
2023-12-20,95.5,52.6,23.6,14.6,29.0,935.4347617040232
2023-12-21,98.1,47.0,18.1,8.9,29.1,618.1312171307043
2023-12-22,94.5,44.5,19.5,11.9,29.1,584.1347698898411
2023-12-23,99.9,46.4,16.7,10.3,29.1,591.7505550408372
2023-12-24,97.5,51.1,22.5,10.9,29.1,821.4205497187849
2023-12-25,94.9,53.2,25.9,9.3,29.1,984.5960416371896
2023-12-26,102.7,43.1,14.0,12.4,29.1,435.3125962092445
2023-12-27,94.7,39.1,14.0,9.8,29.1,465.260116566529
2023-12-28,85.6,38.3,20.5,16.6,29.2,906.8992804302836
2023-12-29,84.5,27.9,15.3,11.5,29.2,386.31138366974574
2023-12-30,86.4,24.7,11.6,11.5,29.2,306.5082894308837
2023-12-31,90.3,32.2,13.9,9.9,29.1,441.6588390882224
2024-01-01,87.3,38.9,18.9,13.6,29.2,575.0687480925579
2024-01-02,70.8,30.4,16.1,11.1,29.2,310.60817299914595
2024-01-03,83.8,22.8,12.5,12.7,29.2,303.0171640859975
2024-01-04,85.0,22.3,12.6,11.1,29.2,295.9123708403715
2024-01-05,80.0,29.4,16.7,10.9,29.2,312.96692377589875
2024-01-06,79.7,31.3,18.1,10.3,29.2,441.1031191684839
2024-01-07,77.2,30.4,20.7,10.8,29.2,570.4618120369995
2024-01-08,73.1,25.1,17.3,9.0,29.2,476.9907968574545
2024-01-09,85.6,26.3,11.8,7.6,29.2,310.2677908693728
2024-01-10,81.0,37.3,21.0,12.3,29.2,838.8820703262713
2024-01-11,85.9,37.9,18.5,14.3,29.2,517.8087680823147
2024-01-12,77.6,31.9,19.6,16.6,29.2,702.6832700392747
2024-01-13,72.7,32.1,23.4,11.7,29.2,590.5696206312189
2024-01-14,74.4,31.9,22.2,12.7,29.3,811.2503226539441
2024-01-15,70.6,31.3,24.6,10.6,29.3,473.6551886109333
2024-01-16,74.5,25.4,17.1,9.8,29.3,244.78759736011463
2024-01-17,70.0,30.1,24.0,9.0,29.3,442.8668090011575
2024-01-18,76.7,31.3,19.7,8.1,29.3,198.2044703259213
2024-01-19,82.0,33.5,18.1,8.1,29.2,373.6049476151162
2024-01-20,78.2,35.1,22.4,11.8,29.1,526.5274072290935
2024-01-21,76.1,41.3,30.4,10.0,29.1,859.8633165123825
2024-01-22,77.3,42.3,30.0,8.6,29.1,865.8611573354876
2024-01-23,85.4,42.1,22.2,10.2,29.1,875.0507923137475
2024-01-24,85.4,37.8,19.2,8.0,29.1,616.4266222004655
2024-01-25,86.5,36.1,18.3,8.6,29.1,432.7335978771356
2024-01-26,86.1,30.9,14.3,7.8,29.1,216.21138615168064
2024-01-27,79.0,38.6,26.6,8.2,29.1,776.7031088657159
2024-01-28,83.3,39.4,21.8,12.7,29.1,525.6763472277294
2024-01-29,78.3,40.1,26.8,7.3,29.2,909.712464243979
2024-01-30,75.2,32.3,17.6,6.6,29.2,450.3464132793418
2024-01-31,86.6,37.0,21.4,16.9,29.0,744.5986782684824
2024-02-01,86.1,35.1,17.1,14.5,29.1,362.4602018000035
